Donor1_Day07_P1_Rep1	Donor1_Day07_P2_Rep1	Donor1_Day07_P3_Rep1	Donor1_Day07_P4_Rep1	Donor1_Day14_P5_Rep1	Donor1_Day14_P6_Rep1	Donor1_Day14_P7_Rep1	Donor1_Day14_P8_Rep1	Donor1_Day15_P5_Rep2	Donor1_Day15_P6_Rep2	Donor1_Day15_P7_Rep2	Donor1_Day15_P8_Rep2	Donor2_Day06_P1_Rep2	Donor2_Day06_P2_Rep2	Donor2_Day06_P3_Rep2	Donor2_Day06_P4_Rep2	Donor3_Day07_P1_Rep3	Donor3_Day07_P2_Rep3	Donor3_Day07_P3_Rep3	Donor3_Day07_P4_Rep3	Donor3_Day14_P5_Rep3	Donor3_Day14_P5_Rep4	Donor3_Day14_P6_Rep3	Donor3_Day14_P6_Rep4	Donor3_Day14_P7_Rep3	Donor3_Day14_P7_Rep4	Donor3_Day14_P8_Rep3	Donor3_Day14_P8_Rep4	genes
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HTR3A
3	69	1	54	0	1179	1655	22	0	74	238	18	0	2	6	24	28	0	5	103	21	78	17	9	86	91	3	7	ZBTB16
0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-64D24.2
0	9	0	1	0	6	8	1	0	0	0	0	0	0	0	0	3	0	0	9	1	2	0	0	0	0	0	0	NNMT
0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-64D24.4
7	10	4	10	8	14	6	18	12	15	2	8	6	8	16	9	9	15	14	7	7	8	23	9	6	14	10	10	C11orf71
468	1112	613	602	384	799	451	1099	453	768	97	1050	402	499	568	424	706	529	534	1057	560	520	1036	631	997	261	776	783	RBM7
3	37	3	8	2	0	1	5	1	0	0	0	3	1	7	4	8	3	5	33	8	10	2	0	1	0	0	0	RP11-212D19.4
2330	9622	2607	7600	1559	1289	978	8041	3844	4382	181	4956	2007	2714	6704	4828	6482	2776	2537	10932	8110	7470	6962	4928	6166	2453	4799	6216	REXO2
3	192	0	26	1	0	0	3	2	2	0	1	0	1	7	12	18	2	0	116	32	124	2	6	0	0	0	0	NXPE1
0	7	0	3	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	9	6	5	0	0	1	0	0	1	NXPE4
0	40	2	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	30	0	11	1	0	0	1	0	1	NXPE2
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	CADM1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000462.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000462.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-136I14.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-136I14.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000997.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000997.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000797.3
0	0	0	0	0	21	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	LINC00900
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000797.4
0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	AP001891.1
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000770.1
1129	128	1431	55	400	1442	855	1791	236	1208	281	801	572	648	86	109	117	378	852	111	41	46	1518	1146	1608	345	685	1350	BUD13
5	7	7	2	0	20	14	5	2	3	12	6	0	7	1	2	1	0	11	0	0	1	11	7	10	19	7	3	AP006216.10
8	7	11	2	3	30	34	31	2	9	6	13	6	2	6	0	5	1	10	9	7	1	28	8	38	9	14	17	AP006216.11
438	489	619	337	163	683	1074	1920	184	1004	275	1361	226	360	209	269	177	249	405	787	221	415	1164	650	2239	631	998	1231	ZNF259
3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	APOA5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP006216.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APOA4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	APOC3
0	0	0	5	0	5	24	2	0	4	13	0	0	0	0	5	6	0	0	12	1	3	2	1	5	6	1	1	APOA1
4	20	2	5	4	4	8	1	2	4	5	1	5	7	8	4	9	7	9	1	9	0	6	6	2	1	0	3	APOA1-AS
396	3201	273	1654	389	370	859	273	896	258	568	165	546	338	1500	1116	1542	532	652	2735	1632	1455	240	254	233	364	127	271	SIK3
0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	AP000936.4
3082	3705	3628	2106	1892	5649	3041	5435	2097	4841	771	5402	1960	3491	1925	1700	2292	2886	2688	3660	1873	2242	7197	4747	4793	1362	4372	3824	PAFAH1B2
478	1981	513	1069	419	395	447	685	688	378	330	429	543	494	982	716	906	644	674	1951	1266	1246	650	476	631	334	362	616	SIDT2
74	537	74	188	98	40	51	58	149	20	64	52	103	120	274	146	232	144	102	412	235	214	75	62	29	41	49	68	TAGLN
2388	1900	2388	918	1139	1422	1452	2953	1582	1494	641	1744	1655	1493	1965	1589	1985	1466	2112	1590	1289	769	2354	2336	2594	990	1752	2526	PCSK7
534	450	571	322	383	414	458	538	403	401	276	504	406	538	444	291	343	504	518	431	313	235	481	445	554	388	394	504	RNF214
188	79	180	37	83	224	306	230	95	122	77	117	115	125	82	68	90	98	140	63	60	63	149	129	171	71	94	214	BACE1
366	429	300	243	262	430	495	1184	310	752	338	899	323	276	372	289	351	387	425	355	259	266	933	451	1241	674	561	715	CEP164
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	AP000892.4
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	DSCAML1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-35P15.1
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	FXYD2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-728F11.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FXYD6-FXYD2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-728F11.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FXYD6
61	1	71	6	34	9	0	4	45	2	0	0	84	37	26	36	43	63	95	12	6	0	12	9	0	1	3	6	TMPRSS13
107	99	189	626	207	349	153	4	623	3	220	10	267	209	823	360	406	437	395	68	648	471	15	47	6	8	39	43	IL10RA
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TMPRSS4-AS1
121	73	162	21	75	5	0	36	99	37	0	24	248	94	82	131	201	111	319	70	37	5	77	109	23	5	34	88	TMPRSS4
0	0	0	0	0	0	0	8	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	SCN4B
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN2B
1	4	2	0	0	64	127	0	1	0	44	0	3	0	0	3	0	1	0	0	0	4	0	0	0	0	0	1	AMICA1
56	131	53	59	3	317	226	133	7	65	189	98	25	29	31	46	46	11	23	149	32	91	105	41	136	35	65	111	MPZL3
0	0	0	0	0	17	25	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	MPZL2
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CD3E
0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	CD3D
2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	CD3G
2414	2394	2926	1235	956	2332	1838	3730	1116	2316	475	2096	1390	1584	1197	1301	1570	1322	2240	2421	1171	1251	3409	2462	3395	791	2184	3156	UBE4A
3	8	1	1	1	0	3	1	0	0	0	4	1	3	3	3	0	4	1	5	4	1	0	1	2	4	0	1	RP11-770J1.5
2887	905	3106	1122	1807	2469	3077	3728	1882	2105	1578	2825	2461	2236	1820	1239	1625	2372	3278	1155	1239	1108	3033	2377	3103	2693	2052	2930	ATP5L
2	15	0	17	1	0	2	0	0	1	1	1	2	1	4	2	4	3	3	29	13	15	0	1	1	0	1	0	RP11-770J1.4
3175	1964	2973	1293	1993	2062	2618	2481	2392	1957	1747	1709	3476	2129	2118	1661	2130	2885	4017	1651	1734	1579	2249	1570	2477	2411	1133	1853	KMT2A
1	0	0	0	0	2	2	1	0	2	0	0	0	0	3	0	2	0	0	0	0	1	6	1	1	0	3	0	RP11-770J1.3
0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	TTC36
5	26	2	11	0	79	150	26	5	66	16	23	2	0	5	2	4	1	0	10	7	12	21	15	69	42	10	16	TMEM25
245	27	182	25	67	529	482	676	34	653	92	434	97	162	16	28	20	55	70	17	14	19	671	367	750	169	321	465	IFT46
2131	2555	2694	964	654	3413	2868	5030	586	2936	581	2107	1418	1168	803	1557	2039	938	1882	2319	811	1076	4341	2885	4741	1008	1767	3696	ARCN1
9	0	11	1	2	73	45	102	10	70	6	25	0	3	8	14	5	0	5	2	2	0	68	24	126	34	16	73	PHLDB1
1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	AP002954.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TREH
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP002954.4
3281	4156	3802	1997	2205	4850	3275	5638	2340	4751	922	3449	2786	2835	2232	2243	3456	2737	3647	3942	1877	2553	5921	4899	5118	1663	3072	4378	DDX6
0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CXCR5
0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-158I9.5
9	20	10	2	4	165	145	30	5	48	106	48	5	6	7	8	6	16	6	27	6	8	54	11	38	104	18	21	BCL9L
0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	UPK2
3	1	4	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	1	0	1	1	0	1	0	0	RP11-158I9.7
1	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	3	FOXR1
45	3	58	0	19	92	98	65	1	71	41	45	9	26	1	0	2	19	19	1	0	0	85	63	79	51	43	81	RP11-110I1.12
607	469	507	224	232	419	491	330	236	255	422	241	445	325	222	184	270	316	672	431	202	298	366	329	342	422	208	426	CCDC84
12	1	4	7	6	8	15	6	8	5	32	10	12	13	9	3	2	10	15	2	6	7	11	6	10	19	9	7	RP11-110I1.11
8965	2952	9836	1653	2963	10968	15857	17997	2019	9813	3377	8971	3552	5780	1910	1904	2332	3377	5279	3335	1463	2034	14781	11204	15719	6935	6747	14405	RPS25
2295	1069	2742	489	1017	1254	1733	3816	686	1732	285	2503	1314	1586	482	583	649	1043	1844	953	497	798	2545	1758	3662	784	1954	2700	TRAPPC4
2680	99	3093	7	723	1369	1445	2773	414	1720	222	1319	1078	1233	100	180	169	700	1866	52	23	5	2515	2078	2542	438	1388	2753	SLC37A4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-110I1.6
1202	1773	1319	515	535	2674	2594	2630	476	2125	1121	1573	922	894	387	703	841	867	1251	1420	378	780	2515	1505	3211	1226	1098	1702	HYOU1
21	188	25	73	24	17	16	15	57	19	2	18	38	37	61	83	96	30	75	153	81	88	21	18	29	21	16	24	RP11-110I1.14
36	86	31	29	9	10	9	16	39	13	10	14	29	17	20	44	47	20	46	80	13	26	19	10	18	26	9	33	RP11-110I1.13
1677	4224	2074	1401	558	1731	1258	2614	854	1494	378	1182	1192	786	1129	2463	2793	990	1536	4610	1161	1498	1982	1408	2272	459	1133	2162	VPS11
96095	46734	97382	23589	41953	3706	2906	24689	47374	9015	386	13762	88618	50553	48420	66481	81949	60898	109875	46590	28288	15462	19677	33418	16359	3394	17962	35375	HMBS
3215	248	3238	165	1885	891	1448	1406	809	917	1735	1027	1979	2512	518	481	371	1631	3091	425	191	135	1074	1421	1410	1634	1112	1605	H2AFX
889	540	1049	195	339	2491	1931	2875	261	2262	433	1567	467	507	262	306	345	374	641	561	278	274	2597	1458	3041	688	1076	1861	DPAGT1
186	146	170	100	145	123	206	97	160	72	554	100	163	205	111	70	114	172	231	192	106	121	110	64	84	189	53	89	C2CD2L
766	520	785	231	364	656	469	975	275	651	153	484	564	514	400	372	523	441	799	464	298	240	1034	664	840	177	497	851	HINFP
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	ABCG4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP002956.1
166	0	196	1	53	349	354	392	21	278	185	248	20	116	2	4	5	83	63	0	0	4	341	176	429	204	221	313	NLRX1
0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PDZD3
12	5	9	4	2	9	9	4	0	1	7	1	7	5	0	2	1	4	7	1	1	1	3	3	3	0	4	6	CCDC153
17	4	15	6	4	969	965	48	6	84	527	40	12	15	2	14	2	11	9	8	3	3	69	34	58	125	18	38	CBL
0	12	1	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	MCAM
2648	1011	3237	678	1128	2014	1283	2450	1279	1565	359	1339	1986	1837	622	1049	1204	1514	3043	1097	546	872	2366	2275	2194	534	1364	2649	RNF26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-334E6.10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C1QTNF5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MFRP
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MFRP
0	13	0	2	1	20	17	4	0	3	2	1	0	1	0	0	2	0	0	12	0	2	7	4	11	1	3	2	USP2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-334E6.3
2	0	0	0	0	17	17	29	0	36	0	26	0	4	0	0	0	0	0	2	0	0	52	42	37	10	20	25	USP2-AS1
0	0	0	0	0	3	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	THY1
0	0	0	0	0	0	1	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	1	RP11-196E1.3
268	6	205	1	178	346	597	1326	66	1042	186	788	178	243	26	6	14	145	220	8	6	5	1208	506	1482	1383	401	709	PVRL1
3	0	1	0	1	3	0	2	0	7	0	1	0	0	0	0	0	0	0	0	0	0	3	1	5	2	1	1	CTD-2523D13.1
13	0	11	0	8	18	10	52	0	33	0	25	3	9	2	0	1	4	15	2	0	0	56	43	26	8	18	39	CTD-2523D13.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-831A10.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-831A10.1
0	0	0	0	0	49	65	184	0	226	1	107	0	2	0	0	0	1	0	0	0	0	269	85	192	43	46	51	TRIM29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000679.2
1	0	1	0	0	57	153	33	0	26	81	17	0	0	0	0	0	0	0	0	0	0	39	5	53	53	4	10	OAF
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	POU2F3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-778O17.4
0	0	0	0	0	179	207	9	0	13	10	3	0	0	1	0	0	0	0	0	0	0	5	0	14	6	0	4	TMEM136
1494	8688	1453	5071	1678	554	480	553	3764	311	374	420	2538	1320	6279	4449	6623	2588	3087	8314	5839	4752	457	527	528	616	420	791	ARHGEF12
0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP000758.1
1	6	0	3	0	29	5	0	0	0	3	0	0	0	0	6	1	0	0	2	0	4	0	0	0	1	0	0	GRIK4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP002348.1
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	RP11-640N11.2
195	13232	242	5645	329	56	130	118	2782	65	118	81	1801	174	5598	7785	10657	1215	1914	13221	5163	4411	117	76	92	152	49	79	TBCEL
19	561	13	134	21	5	8	8	68	0	1	0	46	3	162	285	471	35	108	570	168	175	7	3	3	5	4	7	TECTA
1644	232	1991	81	1048	1488	797	1136	626	1116	145	762	754	1317	395	155	212	1394	1324	167	135	151	1698	1328	966	238	823	950	SC5D
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	RP11-730K11.1
7	15	5	20	0	1000	1865	35	2	47	419	2	14	1	13	55	44	10	12	105	16	0	42	14	41	34	1	17	SORL1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BLID
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-716H6.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-716H6.2
269	44	284	25	100	1356	506	260	116	340	293	243	300	116	69	162	203	138	442	36	19	6	369	226	323	231	131	166	UBASH3B
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRTAM
0	1	0	0	0	25	26	13	0	16	22	3	0	0	0	0	0	0	1	0	0	0	12	11	6	7	7	2	C11orf63
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BSX
50974	13587	63758	7732	17399	77106	44699	173205	14451	126375	3717	73764	27800	26712	8297	13309	14770	19056	40037	14036	7348	10099	187541	109493	161280	13611	62896	109588	HSPA8
11	17	9	2	9	6	11	5	12	5	4	0	23	5	5	6	12	13	13	27	14	14	0	9	0	3	5	6	CLMP
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTD-2216M2.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-109E10.1
0	0	0	0	0	3	24	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	AP000783.1
0	0	0	0	0	0	13	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	LINC01059
0	5	0	0	0	37	235	4	0	3	60	0	3	0	0	0	6	0	0	0	0	0	0	0	3	8	0	3	GRAMD1B
0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN3B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-634B22.4
115	42	241	12	40	566	575	940	24	587	160	538	44	104	14	19	15	39	81	64	8	25	947	676	984	311	472	660	ZNF202
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR6X1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR6M1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TMEM225
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8D4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR4D5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR6T1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	OR10S1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	OR10G6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR10G4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR10G9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR10G8
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR10G7
137	188	186	49	51	3030	898	867	102	543	221	287	61	89	98	93	117	124	101	158	131	52	1261	1288	409	70	300	1312	VWA5A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	OR10D3
0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	OR8G5
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8D1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8D2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8B2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8B3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8B4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8B8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8B12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8A1
0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PANX3
1086	440	1217	311	526	1869	1788	1748	568	1048	1294	881	839	787	562	536	635	738	1052	516	348	257	1438	998	1728	906	675	1235	TBRG1
103	0	128	0	19	663	457	511	6	303	132	261	26	48	16	4	7	18	36	7	3	0	371	205	428	145	192	439	SIAE
170	0	132	3	69	61	47	164	52	115	16	113	102	119	18	11	22	79	127	12	6	0	137	113	100	58	79	154	SPA17
0	0	1	0	1	43	61	3	0	2	139	0	0	0	0	0	0	0	6	0	0	0	3	1	2	19	0	0	NRGN
1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	2	1	0	0	RP11-677M14.2
1	0	2	0	0	34	38	0	0	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	2	VSIG2
0	0	0	1	1	846	271	5	0	15	80	11	0	0	0	0	0	0	0	2	0	0	15	14	24	12	7	3	ESAM
2	2	14	0	0	18	20	4	2	8	16	7	0	9	6	0	1	3	11	0	0	0	8	9	9	12	1	3	RP11-677M14.3
46	4	43	0	30	43	135	52	19	52	82	53	37	23	12	0	6	23	34	1	2	0	73	67	50	69	19	58	MSANTD2
0	0	1	0	0	1	13	2	0	5	0	4	0	2	0	0	0	0	0	0	0	0	1	1	7	5	0	1	RP11-677M14.7
10	2	24	0	2	251	685	69	0	52	236	32	4	4	2	4	4	3	5	1	0	0	45	28	124	75	30	39	ROBO3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-664I21.5
0	0	0	0	0	37	36	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	ROBO4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-664I21.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HEPACAM
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HEPN1
935	19	1064	2	318	593	359	732	106	497	177	220	392	545	40	54	57	295	564	24	17	2	831	830	481	194	235	750	CCDC15
22	0	30	1	4	1227	1021	17	0	140	83	16	7	17	0	0	0	12	15	0	0	0	31	24	52	34	6	12	SLC37A2
243	12	331	1	92	614	777	842	24	620	134	497	86	186	11	6	10	91	143	1	1	2	758	525	874	291	366	655	TMEM218
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-687M24.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-687M24.5
7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	PKNOX2
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-687M24.8
0	0	3	1	0	8	3	1	1	1	1	0	1	0	1	0	2	0	6	17	1	11	0	2	2	1	0	1	FEZ1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	AP000708.1
513	75	421	51	280	798	1291	1048	353	995	717	781	360	347	191	115	99	320	403	108	87	96	1248	856	1125	1547	544	720	EI24
0	9	2	8	0	9	3	2	3	1	2	3	1	1	4	1	3	0	3	9	2	3	6	0	6	4	4	7	STT3A-AS1
