GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_PHAGOSOME_MATURATION	38	9	6.9914705091e-05	0.00373664616607	ATP6V0B:ATP6V1D:ATP6V0D1:ATP6V0A1:ATP6V1E1:ATP6V1A:ATP6V0E1:ATP6V1B2:ATP6V1C1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PHAGOSOME_MATURATION
GO_CELLULAR_RESPONSE_TO_STRESS	1550	130	8.58638907383e-05	0.00453443118232	ISG15:MUL1:ADPRHL2:ZC3H12A:SLC2A1:PRDX1:CTH:MSH4:SHC1:LMNA:HSPA6:GLUL:PYCR2:DDIT4:FAS:PI4K2A:PI4K2A:POLL:IRF7:ADM:CRY2:CREB3L1:ATG13:DDB1:BAD:PRDX5:PPP2R5B:KAT5:YIF1A:CCS:POLD4:RAD9A:ALDH3B1:IGHMBP2:UCP2:HINFP:BLOC1S1:DDIT3:MDM2:CRADD:CRY1:UBC:DPF3:ZFYVE1:CHAC1:RPS27L:CPEB1:AEN:CIB1:NPRL3:MAPK8IP3:EME2:TCEB2:SLX4:HERPUD1:E2F4:ATP6V0D1:IST1:MC1R:RPA1:RPAIN:SLC2A4:GPS2:UBB:BECN1:WIPI1:STK11:FZR1:PIAS4:XAB2:ASNA1:PRDX2:RAD23A:BABAM1:SIRT2:ITPKC:EGLN2:BBC3:PPP1R15A:BAX:IRF3:ID2:BCL2L11:IL1A:ANKZF1:RHBDD1:TRIB3:MGME1:BCL2L1:MAP1LC3A:STAU1:RBM38:ARFGAP1:SOD1:TFIP11:ASCC2:PLA2G6:RBX1:LMCD1:KAT2B:SHISA5:USP19:TFDP2:TP63:UVSSA:HELQ:SNCA:GAB1:SQSTM1:HIST1H4J:CDKN1A:VEGFA:ASF1A:AP5Z1:AQP1:AQP1:CD36:POLR2J:DNAJB9:TMUB1:INSIG1:TCEA1:CA2:HSF1:JAK2:CDKN2A:DNAJA1:CTSV:RXRA:HDAC6:ATP7A:IKBKG	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_STRESS
GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	147	21	8.92411882247e-05	0.00462386592925	LSM10:MDM2:CRADD:UBC:PSME1:RPS27L:PKD1:E2F4:UBB:TCF3:KANK2:BAX:ID2:FAM83D:RBM38:FBXO7:TFDP2:TP63:CDKN1A:PIM1:CDKN2B	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION
GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	127	19	8.96421257699e-05	0.00462386592925	E2F2:DDIT4:KAT5:MDM2:CRADD:UBC:RPS27L:AEN:E2F4:UBB:STK11:BAX:ZNF385B:RBM38:SHISA5:TFDP2:TP63:ZNF346:CDKN1A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
GO_RESPONSE_TO_ANTIBIOTIC	47	10	9.82325425434e-05	0.00500873056003	ALPL:HMBS:MDM2:AOC3:PPP1R15A:RAB10:ID1:SOD1:HYAL1:JAK2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_ANTIBIOTIC
GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	191	25	0.000109275406703	0.00546491535196	ADPRHL2:PRDX1:SHC1:PRDX6:FAS:HBB:CAT:BAD:PRDX5:CCS:UCP2:DDIT3:MDM2:HBA2:HBA1:PRDX2:FKBP1B:PTPRN:SOD1:TXNRD2:HYAL1:AQP1:AQP1:TXN:HDAC6:ATP7A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES
GO_VACUOLAR_TRANSPORT	246	30	0.000109643252102	0.00546491535196	VPS26A:FAM160A2:TSG101:EHD1:BLOC1S1:UBC:GNPTG:CHMP1A:UBB:RAB5C:BECN1:WIPI1:UBE2O:HGS:NPC1:RAB11B:AP2A1:TBC1D17:CHMP2A:RAB10:ARFRP1:TOM1:RAB6B:SQSTM1:MICALL2:SNX8:AP5Z1:CCDC132:VPS28:CHMP5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_VACUOLAR_TRANSPORT
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	688	66	0.000114422015497	0.00563973400827	MUL1:ZC3H12A:ATP6V0B:PRDX1:RWDD3:VPS26A:PSAP:CREB3L1:UBXN1:RAB1B:RAD9A:CTTN:PTGES3:DDIT3:MDM2:CRY1:NUPL1:ATP6V1D:MAPK8IP3:HERPUD1:ATP6V0D1:MARVELD3:RPA1:NUP88:GPS2:ATP6V0A1:BECN1:CALCOCO2:NPC1:PIAS4:MAP2K2:EPOR:DNAJB1:BABAM1:CEBPG:SUPT5H:BBC3:PPP1R15A:BAX:FKBP1B:BCL2L11:IL1A:FZD5:BCL2L1:SOD1:ATP6V1E1:TFIP11:USP19:ATP6V1A:TP63:SNCA:GAB1:ATP6V0E1:SQSTM1:UNC5CL:VEGFA:HSPB1:CD36:ATP6V1B2:SDCBP:ATP6V1C1:HSF1:CDKN2A:DNAJA1:TXN:HDAC6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS
GO_ORGANIC_CATION_TRANSPORT	20	6	0.000121622889641	0.00592868914827	RHD:RHCE:SLC25A42:SLC22A4:RHAG:SLC22A16	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ORGANIC_CATION_TRANSPORT
GO_CELL_DEATH	995	89	0.00012295748459	0.00592868914827	CDK11B:TNFRSF25:MFN2:MUL1:E2F2:ZC3H12A:LAMTOR5:TMEM79:NTRK1:DEDD:SGMS1:AIFM2:DDIT4:GHITM:FAS:BLOC1S2:GAS2:BAD:PRDX5:DDIT3:MDM2:CRADD:IFI27:RMDN3:CHAC1:RPS27L:ZFAND6:AEN:CIB1:DNASE1:ARL6IP1:HERPUD1:ELMO3:GABARAP:MIEN1:GSDMB:BECN1:SAP30BP:STK11:MKNK2:DAPK3:CD70:ATG4D:KANK2:DNASE2:FKBP8:SIRT2:DEDD2:DMPK:BBC3:PPP1R15A:BAX:PIH1D1:IRF3:PTPRH:C1D:BCL2L11:IL1A:STEAP3:ZNF385B:FZD5:VIL1:RHBDD1:TRIB3:BCL2L1:TOP1:SHISA5:ATG3:KPNA1:TP63:SNCA:SRA1:SLIT3:ZNF346:SQSTM1:CDKN1A:PIM1:VEGFA:AQP1:AQP1:FIS1:PNPLA8:FASTK:SHARPIN:JAK2:CDKN2A:CTSL:CTSV:PIM2:IKBKG	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_DEATH
GO_MEMBRANE_ORGANIZATION	875	80	0.000127141870761	0.00606453052361	MFN2:MUL1:TRAPPC3:ABCA4:S100A10:LMNA:SPTA1:CRB1:CNTN2:ARF1:SEC24C:ZFYVE27:BLOC1S2:TSG101:CD59:PEX16:BAD:RAB1B:TULP3:TESC:STX2:NUPL1:SYNE3:RPL3L:ARL6IP1:CDH1:CHMP1A:MYO1C:INPP5K:NUP88:BECN1:HGS:NPC1:BSG:ABCA7:TRAPPC5:RAB11B:ATG4D:ASNA1:SPTBN4:KCNN4:DMPK:AP2S1:BBC3:NAPA:BAX:CHMP2A:RAB10:SLC35F6:DYSF:BCL2L11:ATG9A:ATG4B:BCL2L1:ARFRP1:SOD1:BAIAP2L2:SUN2:COLQ:GOLGA4:RTP3:COL7A1:STX19:ATG3:PLSCR4:TP63:SNCA:BET1:FIS1:RELN:REEP4:ANK1:SDCBP:VPS28:CHMP5:GOLGA2:FAM73B:SSNA1:ATG4A:EMD	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MEMBRANE_ORGANIZATION
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION	463	48	0.000135440150324	0.00639162241316	PLEKHM2:S100A10:LMNA:SPTA1:CRB1:ZFYVE27:BLOC1S2:FAM160A2:TSG101:TULP3:BLOC1S1:TESC:STX2:NUPL1:ARL6IP1:CDH1:IST1:CHMP1A:INPP5K:NUP88:COG1:HGS:BSG:ABCA7:ASNA1:SPTBN4:DMPK:CHMP2A:RAB10:DYSF:ARFRP1:SOD1:DNAJC28:PLA2G3:BAIAP2L2:SUN2:GOLGA4:PLSCR4:GAK:CLCN3:CSNK1A1:TBPL1:REEP4:ANK1:VPS28:CHMP5:GOLGA2:EMD	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION
GO_AMINE_METABOLIC_PROCESS	131	19	0.000138946864759	0.00648808728496	CEPT1:SGMS1:CHPT1:OAZ2:AOC3:PHOSPHO1:OAZ1:PNPLA6:SLC44A2:DHPS:GCDH:SMOX:PLA2G3:PLA2G6:GPLD1:ACHE:PNPLA8:SAT1:ATP7A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_AMINE_METABOLIC_PROCESS
GO_CELL_VOLUME_HOMEOSTASIS	27	7	0.00015077618195	0.00693677718234	CLCN6:E2F4:KCNN4:CLCN3:SLC12A7:AQP1:AQP1:AQP3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_VOLUME_HOMEOSTASIS
GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	262	31	0.000154340732199	0.00693677718234	PSMD4:ANAPC16:MDM2:PSMD9:UBC:PSME1:OAZ2:RNF40:HERPUD1:PSMB6:UBB:CDC27:APC2:OAZ1:FZR1:KEAP1:SIRT2:EGLN2:RHBDD1:ATG4B:TRIB3:PSMF1:ARIH2:PSMD2:RNF14:CSNK1A1:GPLD1:VPS28:CDC26:GOLGA2:ANAPC2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	503	51	0.000154622839542	0.00693677718234	MUL1:ATP6V0B:LAMTOR5:SHC1:NTRK1:USF1:FAS:SORBS1:GOT1:RGS10:IGF2:GNG3:BAD:UCP2:HMBS:MDM2:ATP6V1D:CPEB1:ATP6V0D1:CDH1:BCAR1:INPP5K:SLC2A4:ATP6V0A1:KLF1:SIRT2:PPP1R15A:IRF3:RAB10:TRIB3:ID1:BCL2L1:SOD1:ATP6V1E1:BAIAP2L2:KAT2B:ATP6V1A:ADCY5:SNCA:LAMTOR3:GAB1:ATP6V0E1:GPLD1:AQP1:AQP1:GNB2:ATP6V1B2:DMTN:CA2:ATP6V1C1:JAK2:RXRA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND
GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	122	18	0.000154810852356	0.00693677718234	CTH:SHC1:LMNA:CREB3L1:PPP2R5B:YIF1A:DDIT3:HERPUD1:ATP6V0D1:WIPI1:ASNA1:PPP1R15A:BAX:ANKZF1:RHBDD1:ARFGAP1:DNAJB9:HDAC6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
GO_REGULATION_OF_CELLULAR_PH	75	13	0.00016162228517	0.00696908631043	ATP6V0B:ATP6V1D:ATP6V0D1:ATP6V0A1:SLC4A1:MAFG:ATP6V1E1:ATP6V1A:CLCN3:ATP6V0E1:ATP6V1B2:CA2:ATP6V1C1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_PH
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	15	5	0.000161677707225	0.00696908631043	DDIT4:INPP5K:SIRT2:PPP1R15A:DMTN	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION
GO_POLYAMINE_METABOLIC_PROCESS	15	5	0.000161677707225	0.00696908631043	OAZ2:OAZ1:DHPS:SMOX:SAT1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POLYAMINE_METABOLIC_PROCESS
GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS	1772	144	0.000161816025693	0.00696908631043	GLTPD1:MTHFR:HMGCL:SERINC2:ELOVL1:UROD:CTH:SARS:CEPT1:BGLAP:SPTA1:PPOX:B4GALT3:MGST3:GLUL:PYCR2:MRPL55:GUK1:IBA57:SGMS1:HKDC1:HK1:PSAP:GOT1:OAT:TALDO1:CHID1:CARS:ADM:CAT:BAD:TRMT112:PRDX5:SLC25A45:PC:CARNS1:RPS6KB2:ALDH3B1:IGHMBP2:UCP2:PCSK7:HMBS:ART4:PFKM:ORMDL2:CHPT1:SDS:SDSL:HPD:ATP5EP2:PROZ:PNP:ENTPD5:CHAC1:RPS27L:OAZ2:CPEB1:PCSK6:MRPL28:HAGH:RPL3L:ST3GAL2:SLC7A5:CTNS:ORMDL3:EIF1:ATP6V0A1:BECN1:AOC3:SLC25A39:PHOSPHO1:ARSG:MRPL38:NDUFV2:MOCOS:FECH:OAZ1:NDUFA11:PNPLA6:SLC44A2:DHPS:GCDH:SLC25A42:BLVRB:EGLN2:SPHK2:BAX:CMPK2:CHAC2:MMADHC:GALNT5:ABCB6:SMOX:HNF4A:ATP5E:SOD1:PLA2G3:PLA2G6:GTPBP1:APOBEC3A:SLC25A38:EIF1B:HYAL1:PROS1:CPOX:ATP6V1A:ADCY5:ABTB1:CHST2:EIF5A2:EIF4G1:DCK:ABCG2:SNCA:SLC22A4:SLC25A48:NDUFA2:GMPR:GPLD1:PIM1:APOBEC2:GTPBP2:TBPL1:AQP1:AQP1:OGDH:ACHE:PNPLA8:BPGM:ATP6V1B2:SLC25A37:NMRK1:ALAD:PDCL:AK1:ST6GALNAC6:ST6GALNAC4:CRAT:SAT1:ALAS2:ATP7A:PGAM4:GLA:SLC6A8:MPP1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS
GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION	218	27	0.000167198853067	0.00713167415582	MUL1:LMNA:CYB5R1:MRGPRE:ATG13:BAD:CTTN:INF2:FLCN:BECN1:BBC3:BAX:SLC35F6:BCL2L11:FZD5:BCL2L1:MTG2:PLA2G6:ARIH2:BAP1:TP63:SQSTM1:WDR46:MICALL2:FIS1:CDKN2A:HDAC6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GO_MEMBRANE_BUDDING	113	17	0.000170808201165	0.00721623981303	TRAPPC3:S100A10:ARF1:SEC24C:TSG101:CD59:RAB1B:CHMP1A:TRAPPC5:AP2S1:NAPA:CHMP2A:COL7A1:BET1:VPS28:CHMP5:GOLGA2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MEMBRANE_BUDDING
GO_DECIDUALIZATION	21	6	0.000172823195589	0.00723248769465	DEDD:BSG:EPOR:JUNB:CTSB:CTSV	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DECIDUALIZATION
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	858	78	0.000182376506716	0.00756095498871	KLHL21:MUL1:ZC3H12A:HECTD3:OTUD7B:PSMD4:USP21:DCAF6:KLHDC8A:TRIM11:RNF187:ANAPC16:TSG101:DDB1:KBTBD3:SPSB2:ASB8:USP15:MDM2:UBE3B:PSMD9:UBC:NUPL1:DCAF11:PSME1:OTUD7A:UNKL:TCEB2:RNF40:WWP2:RPA1:MED11:PSMB6:NUP88:KCTD11:UBB:CDC27:UBE2O:CDC34:FZR1:PIAS4:FEM1A:KEAP1:BABAM1:PAF1:JOSD2:RNF181:RBCK1:PSMF1:TOP1:TMEM189:FBXO7:RBX1:ARIH2:USP19:RNF123:CISH:BAP1:KBTBD8:ATG3:DCUN1D1:PSMD2:UVSSA:MARCH3:RNF14:RNF182:FBXO9:KIAA1586:ZNF451:RNF146:SHARPIN:CDKN2A:CDC26:ASB6:USP20:UBAC1:ANAPC2:HDAC6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ER	76	13	0.000187109449444	0.00768534738642	ARFGAP2:SCYL1:KLC2:RAB1B:COPZ1:KIF26A:NAPA:ARFGAP1:DNAJC28:TMEM115:ARF4:RAB6B:ARF5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ER
GO_PROTEIN_UBIQUITINATION	622	60	0.000189229722612	0.00770112889456	KLHL21:MUL1:HECTD3:PSMD4:DCAF6:KLHDC8A:TRIM11:RNF187:ANAPC16:TSG101:DDB1:KBTBD3:SPSB2:ASB8:MDM2:UBE3B:PSMD9:UBC:DCAF11:PSME1:UNKL:TCEB2:RNF40:WWP2:MED11:PSMB6:KCTD11:UBB:CDC27:UBE2O:CDC34:FZR1:FEM1A:KEAP1:PAF1:RNF181:RBCK1:PSMF1:TMEM189:FBXO7:RBX1:ARIH2:RNF123:CISH:KBTBD8:ATG3:PSMD2:UVSSA:MARCH3:RNF14:RNF182:FBXO9:RNF146:SHARPIN:CDKN2A:CDC26:ASB6:UBAC1:ANAPC2:HDAC6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PROTEIN_UBIQUITINATION
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	77	13	0.000215987161308	0.00871017315966	PSMD4:ANAPC16:PSMD9:UBC:PSME1:PSMB6:UBB:CDC27:FZR1:PSMF1:PSMD2:CDC26:ANAPC2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS
GO_CELLULAR_RESPONSE_TO_VIRUS	22	6	0.000240133410864	0.00959668297831	ZC3H12A:IRF7:BAD:IRF3:BCL2L11:BCL2L1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_VIRUS
GO_REGULATION_OF_PROTEIN_LOCALIZATION	947	84	0.00024354124317	0.00964597280984	FAM132A:PLEKHM2:ZC3H12A:SLC2A1:PRDX1:CD58:OTUD7B:LMNA:RABGAP1L:GLUL:CYB5R1:ARF1:SORBS1:MRGPRE:TSG101:ATG13:BAD:UCP2:C2CD2L:PFKM:MYO1A:MDM2:PSMD9:NUPL1:IFI27:OAZ2:CIB1:PKD1:CDH1:WWP2:MYO1C:INPP5K:FLCN:BECN1:MMD:STK11:APC2:OAZ1:RAB11B:KEAP1:SIRT2:NFKBIB:KCNN4:BBC3:NUCB1:IRF3:NR1H2:FKBP1B:PKDCC:BCL2L11:IL1A:FZD5:TMBIM1:VIL1:RBCK1:BCL2L1:HNF4A:PLA2G6:DPH3:ARIH2:BAP1:KPNA1:ADCY5:AP2M1:TP63:GPLD1:WDR46:CDKN1A:VEGFA:MICALL2:CD36:ACHE:FIS1:DMTN:SYBU:VPS28:JAK2:CD274:CDKN2A:DNAJA1:TXN:HDAC6:EMD:GDI1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_LOCALIZATION
GO_ANION_TRANSPORT	500	50	0.000246698542622	0.00968455517762	GLTPD1:CLCN6:SERINC2:SLC2A1:SLC6A9:ABCA4:CYB5R1:HBB:SLC3A2:SLCO2B1:BEST3:ABCC4:HBA2:HBA1:CLCN7:SLC7A5:CTNS:SLC4A1:PCTP:BSG:ABCA7:ASNA1:SLC25A42:KCNN4:SLC1A5:SLC20A1:SLC35C2:IP6K2:CLCN2:SLC7A11:CLCN3:SLC12A7:SLC6A19:SLC6A18:SLC22A4:SLC36A1:SLC22A23:RHAG:SLC22A16:AQP1:AQP1:CD36:PNPLA8:SLC13A4:CA1:CA3:CA2:RXRA:SLC35A2:SLC6A8:SLC10A3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ANION_TRANSPORT
