GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_DENDRITIC_CELL_CHEMOTAXIS	16	7	2.48857975771e-07	1.67262724321e-05	CCL5:TRPM4:CXCR2:CXCR1:CCR1:CCR2:CCR5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DENDRITIC_CELL_CHEMOTAXIS
GO_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	41	11	3.01789224747e-07	1.99811492683e-05	S100A13:SLAMF1:FCER1G:PYCARD:MILR1:SBNO2:TYROBP:CX3CR1:GATA2:PPBP:ANXA3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	12	6	3.67027028848e-07	2.3943116176e-05	PTAFR:PTGER3:ADAM8:CCL2:ICAM1:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION
GO_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	300	35	4.08938041986e-07	2.62905674529e-05	PTGER3:TNFAIP8L2:SLAMF1:LAX1:SOX13:HLX:IL2RA:ADAM8:IL23A:RIPK3:CD276:CORO1A:PYCARD:NOD2:ALOX12:PIK3R6:CCL2:CCL5:CD300A:AP3D1:TNFSF14:NFKBID:CLC:CEACAM1:DPP4:IGFBP2:SERPINE2:CEBPB:LGALS1:CCR2:PRKCD:IL4:ADRB2:GNRH1:GSN	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION
GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	94	17	4.41261972567e-07	2.79634015758e-05	TNFRSF8:PTAFR:PRG3:PRG2:TIRAP:THBS1:CD276:AZU1:ELANE:NLRP12:INHA:CEBPB:CCR2:TLR9:TLR9:IL4:TLR4:CARD9	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS
GO_SECRETION_BY_CELL	480	48	5.45221661683e-07	3.40648350877e-05	SYTL1:S100A13:FCER1G:F5:QSOX1:LAX1:ACTN2:SRGN:APOA1:CD9:TNFAIP2:THBS1:DOC2A:CORO1A:STX1B:NOD2:SMPD3:CCL5:ARL4D:BZRAP1:MILR1:LLGL2:RAB31:PIP5K1C:GIPC1:AXL:EXOC3L2:PPFIA3:A1BG:SCG2:SERPINE2:HCK:SLC17A9:PDGFB:CCR1:GATA2:ALB:PF4:PPBP:ANXA3:F13A1:SYTL3:MYO1G:STX1A:CLU:TLR4:TMSB4X:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_SECRETION_BY_CELL
GO_IMMUNE_EFFECTOR_PROCESS	454	46	6.22967842814e-07	3.83817409823e-05	FGR:FCGR1A:S100A13:SLAMF1:FCER1G:CR1:PRF1:UNC93B1:IL23A:OASL:CTSG:BATF:CORO1A:PYCARD:NLRC5:PLD2:MILR1:AZU1:ELANE:SBNO2:ICAM1:BST2:TYROBP:ADAM17:IL18R1:HCK:ELMO2:CEBPB:LGALS1:CX3CR1:PRKCD:GATA2:SPON2:PPBP:ANXA3:IL4:LFNG:ACTB:MYO1G:LIMK1:CLU:TLR4:CARD9:C8G:FUT7:VSIG4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_IMMUNE_EFFECTOR_PROCESS
GO_INNATE_IMMUNE_RESPONSE	587	55	7.7281936248e-07	4.69620094789e-05	PADI4:FGR:IFI6:PTAFR:TRIM62:FCGR1A:TNFAIP8L2:S100A8:SLAMF1:FCER1G:CR1:UNC93B1:TIRAP:IL23A:OASL:RNASE3:B2M:PSTPIP1:FES:CORO1A:PYCARD:NOD2:NLRC5:CYBA:CCL2:CCL5:CCL23:CD300LB:ICAM1:BST2:TYROBP:AXL:SIGLEC14:SIRPB1:HCK:TLR9:TLR9:PRKCD:IL1RAP:SPON2:IL4:CD14:CSF1R:F12:TREML1:NCF1:CLEC5A:CLU:STAR:LY96:TLR4:ADAMTS13:CARD9:C8G:BMX:VSIG4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_INNATE_IMMUNE_RESPONSE
GO_REGULATION_OF_T_CELL_MIGRATION	24	8	8.83504507173e-07	5.296251343e-05	ADAM8:RIPK3:PYCARD:TMEM102:CCL5:TNFSF14:ADAM17:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_T_CELL_MIGRATION
GO_REGULATION_OF_CELL_ADHESION	620	57	9.27711809579e-07	5.48710611639e-05	TNFRSF18:PTAFR:PTGER3:S1PR1:TNFAIP8L2:SLAMF1:LAX1:SOX13:HLX:IL2RA:PLAU:ADAM8:LPXN:APOA1:IL23A:MMP14:RIPK3:JAG2:THBS1:CD276:FES:CORO1A:PYCARD:NOD2:ALOX12:TMEM102:PIK3R6:CCL2:CCL5:CD300A:ARHGDIA:RAC3:SMAD7:AZU1:AP3D1:TNFSF14:ICAM1:NFKBID:CLC:CEACAM1:PRKD2:DPP4:IGFBP2:SERPINE2:CEBPB:LGALS1:CCR2:PLXNB1:PRKCD:MFI2:IL4:SPOCK1:ADRB2:GNRH1:GSN:ARHGAP6:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_ADHESION
GO_MYELOID_LEUKOCYTE_MIGRATION	99	17	9.82353897196e-07	5.65937907527e-05	S100A8:FCER1G:DAPK2:CCL2:CCL5:CCL23:EPX:AZU1:PIP5K1C:C5AR1:CXCR2:SCG2:ITGB2:PDGFB:CX3CR1:PPBP:CXCL3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MYELOID_LEUKOCYTE_MIGRATION
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	99	17	9.82353897196e-07	5.65937907527e-05	CNR2:TNFAIP8L2:IL2RA:NR1H3:APOA1:CD276:VIMP:METRNL:ELANE:NLRP12:TNFAIP6:CX3CR1:GPX1:PRKCD:IL4:ADRB2:NT5E	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE
GO_REGULATION_OF_TRANSPORT	1795	129	1.0449840632e-06	5.93332824985e-05	TNFRSF4:KCNAB2:RNF207:SYTL1:FGR:PTAFR:ADC:PLK3:PTGER3:CTSK:S100A8:CHRNB2:SLAMF1:FCER1G:ACTN2:SRGN:KCNIP2:ADAM8:BET1L:ANO9:EFCAB4A:PACSIN3:NR1H3:CATSPER1:TBC1D10C:P2RY2:KCNE3:TRPC6:APOA1:CACNA2D4:CACNB3:IL23A:HVCN1:TPCN1:SLC8B1:SCARB1:ADPRHL1:RNASE2:THBS1:CAPN3:B2M:ANXA2:CD276:NMB:FES:VIMP:SOCS1:DOC2A:CORO1A:STX1B:PYCARD:ITGAX:NETO2:NOD2:CETP:NOL3:SMPD3:CYBA:PLD2:TMEM102:KCNAB3:TRIM16:TRPV2:UNC119:CCL2:CCL5:CACNB1:WNK4:CD300A:LLGL2:RHBDF2:SLMO1:AZU1:PRTN3:TNFSF14:ICAM1:BST2:AXL:CEACAM1:TEX101:RTN2:GIPR:C5AR2:KCNJ14:TRPM4:NLRP12:TTYH1:STON1:IL1RL1:IL18R1:INHA:SERPINE2:HCK:SNTA1:SLC17A9:KCNE1:TRPM2:ZDHHC8:LIF:PDGFB:CAMK1:MYRIP:CCR1:CCR2:TLR9:TLR9:PRKCD:CACNA1D:PXK:MYLK:GATA2:SLC9A3:IL4:REEP2:CD14:ADRB2:CSF1R:RBM22:MYO6:SYTL3:STX1A:CLEC5A:TMEM66:CHRNA6:JPH1:TLR4:TBC1D13:TOR1A:CXCR3:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_TRANSPORT
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION	38	10	1.0677292654e-06	5.93332824985e-05	PADI2:ADAM8:RIPK3:PYCARD:TMEM102:CCL2:CCL5:TNFSF14:ADAM17:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LYMPHOCYTE_MIGRATION
GO_RECEPTOR_MEDIATED_ENDOCYTOSIS	211	27	1.07003214605e-06	5.93332824985e-05	PTGER3:FCGR1A:FCER1G:APOA1:HYOU1:CD9:SCARB1:APOBR:CETP:HP:ASGR1:RAB31:PIP5K1C:FCHO1:LOXL3:CXCR2:CXCR1:RAMP1:ITGB2:STAB1:ALB:SLC9A3:CD14:ADRB2:ENPP3:CAV2:VLDLR	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RECEPTOR_MEDIATED_ENDOCYTOSIS
GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	202	26	1.43935189024e-06	7.88267282112e-05	CD52:PTGER3:S1PR1:P2RY2:TRPC6:C3AR1:CACNB3:TPCN1:SLC8B1:NMB:NOL3:HRH4:TBXA2R:LPAR2:GIPR:C5AR1:TRPM4:TRPM2:CCR3:CCR1:CCR2:CCR5:GATA2:JPH1:CALB1:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	73	14	1.57014469771e-06	8.49409985249e-05	HSPG2:CTSK:ADAM8:MMP19:MMP14:CTSG:CAPNS2:MMP15:ELANE:CAPG:SPP1:FBN2:BMP1:GSN	http://www.broadinstitute.org/gsea/msigdb/cards/GO_EXTRACELLULAR_MATRIX_DISASSEMBLY
GO_RESPONSE_TO_WOUNDING	558	52	1.74521444571e-06	9.32743527852e-05	ID3:F3:RHOC:S100A8:FCER1G:F5:PLAU:DGKZ:P2RY2:TRPC6:APOA1:CD9:CLEC1B:SCARB1:PKM:NOL3:PIK3R6:CCL2:GRIN2C:MYL12A:PRTN3:AXL:CEACAM1:PLAUR:GIPR:GP6:ADAM17:SERPINE2:LGALS1:PDGFB:SCUBE1:CELSR1:CX3CR1:CCR1:CCR2:GPX1:PRKCD:GATA2:GP9:PF4:HPSE:ADRB2:F12:F13A1:TREML1:ACTB:CLU:GNA14:GSN:TOR1A:ADAMTS13:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_WOUNDING
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	898	74	1.96996963508e-06	0.000104033158348	PTAFR:F3:S1PR1:RHOC:DENND2C:S100A8:CR1:SIPA1L2:ACTN2:IL2RA:EPS8L2:NR1H3:RASGRP2:RIN1:TBC1D10C:APOA1:ARHGAP9:RASAL1:DIABLO:ADPRHL1:MMP14:RIPK3:PLEKHG3:GPR65:RABEP2:PYCARD:TAX1BP3:ALOX12:CCL2:CCL5:CCL23:RAPGEFL1:ERN1:CD300A:GRIN2C:LLGL2:ARHGDIA:HMHA1:TBXA2R:ICAM1:LPAR2:GMIP:PTGIR:PRKD2:C5AR1:NLRP12:EPS8L1:ALS2:RTN4R:CSF2RB:CYTH4:SH3BP1:PDGFB:DENND6B:IL5RA:PLXNB1:PRKCD:KALRN:GFRA3:ARAP3:ADRB2:RGS14:RGL2:ADAP1:PCOLCE:CAV2:FGD3:GSN:HSPA5:TBC1D13:CSF2RA:IL3RA:ARHGAP6:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY
GO_RESPONSE_TO_LIPOPROTEIN_PARTICLE	20	7	2.05086199547e-06	0.000105786323394	F3:FCER1G:CD9:CCL2:CCL5:ADAM17:ITGB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_LIPOPROTEIN_PARTICLE
GO_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	20	7	2.05086199547e-06	0.000105786323394	PADI2:TMEM102:CCL2:CCL5:TNFSF14:ADAM17:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS
GO_RESPONSE_TO_LIPID	884	73	2.12608793443e-06	0.000108406046864	TNFRSF18:TNFRSF4:TNFRSF8:PADI2:ID3:CNR2:PTAFR:PTPRU:PTGER3:TGFBR3:F3:S100A8:PLAU:CTR9:NR1H3:CATSPER1:P2RY2:APOA1:TIRAP:ADCY6:SCARB1:MMP14:CEBPE:CTSG:THBS1:B2M:ALDH1A2:SMAD6:PAQR5:VIMP:SOCS1:PYCARD:MMP15:NQO1:ALOX12:TRIM16:CCL2:CCL5:ELANE:SBNO2:TBXA2R:ICAM1:AXL:GIPR:PTGIR:C5AR1:ADAM17:IGFBP2:HCK:CEBPB:PDGFB:CX3CR1:CCR2:CCR5:GATA2:SPON2:PF4:PPBP:CXCL3:ANXA3:SPP1:ACSL1:SLC9A3:PPAP2A:CD14:ADRB2:GNRH1:STAR:LY96:HEY1:VLDLR:TLR4:PTGDS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_LIPID
GO_GRANULOCYTE_MIGRATION	75	14	2.25042602042e-06	0.000113441929848	S100A8:FCER1G:DAPK2:CCL2:CCL5:CCL23:EPX:PIP5K1C:C5AR1:CXCR2:SCG2:ITGB2:PPBP:CXCL3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_GRANULOCYTE_MIGRATION
GO_CELLULAR_RESPONSE_TO_ORGANIC_SUBSTANCE	1840	130	2.32287327998e-06	0.000115778268202	TNFRSF18:TNFRSF4:TNFRSF8:PADI2:ID3:IFI6:PTAFR:TRIM62:PTGER3:TGFBR3:F3:FCGR1A:CGN:FCER1G:EDARADD:ACTN2:IL2RA:PLAU:CTR9:WT1:NR1H3:SPI1:CLCF1:P2RY2:APOA1:HYOU1:CD9:ADCY6:KRT18:SLC39A5:OASL:SCARB1:SERP2:CEBPE:B2M:DUOX2:ALDH1A2:SMAD6:PAQR5:CYP11A1:VIMP:CDIP1:SOCS1:IL21R:CORO1A:PYCARD:NOD2:AGRP:ESRP2:CYBA:ALOX12:TNFSF13:CD68:CCL2:CCL5:CCL23:ERN1:CSNK1D:RAB31:SMAD7:SBNO2:TNFSF14:P2RY11:ICAM1:BST2:SLC27A1:CEBPA:AXL:PRKD2:HAS1:NLRP12:ADAM17:GPR75:IL1RL1:IL18R1:IL18RAP:GALNT3:IGFBP2:CXCR2:CXCR1:HCK:CEBPB:KCNE1:ITGB2:RTN4R:CSF2RB:LGALS1:KDELR3:PDGFB:IL5RA:IL17RE:CX3CR1:CCR3:CCR1:CCR2:CCR5:HYAL3:PRKCD:ST3GAL6:IL1RAP:SPON2:PF4:PPBP:CXCL3:HPGD:ACSL1:TERT:PPAP2A:CD14:CSF1R:NDST1:CAV2:AOC1:BMP1:CLU:STAR:LY96:HEY1:CALB1:VLDLR:IL11RA:NPR2:TLR4:HSPA5:CDK9:TOR1A:NSMF:CSF2RA:IL3RA:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_ORGANIC_SUBSTANCE
GO_PLATELET_DEGRANULATION	105	17	2.38677885543e-06	0.000117641677808	FCER1G:F5:QSOX1:ACTN2:SRGN:APOA1:CD9:THBS1:A1BG:PDGFB:ALB:PF4:PPBP:F13A1:CLU:TMSB4X:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PLATELET_DEGRANULATION
GO_REGULATION_OF_CALCIUM_ION_TRANSPORT	208	26	2.54697194705e-06	0.000123606377613	PTGER3:EFCAB4A:PACSIN3:CATSPER1:KCNE3:TRPC6:CACNA2D4:CACNB3:CAPN3:CORO1A:CYBA:TRPV2:CCL2:CCL5:CACNB1:ICAM1:TEX101:PDGFB:CCR1:TLR9:TLR9:CACNA1D:MYLK:ADRB2:TMEM66:JPH1:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CALCIUM_ION_TRANSPORT
GO_REGULATION_OF_METAL_ION_TRANSPORT	324	35	2.56352270973e-06	0.000123606377613	KCNAB2:RNF207:PTGER3:ACTN2:KCNIP2:EFCAB4A:PACSIN3:CATSPER1:KCNE3:TRPC6:CACNA2D4:CACNB3:CAPN3:B2M:CORO1A:CYBA:TRPV2:CCL2:CCL5:CACNB1:ICAM1:TEX101:SERPINE2:SNTA1:KCNE1:PDGFB:CCR1:TLR9:TLR9:CACNA1D:MYLK:SLC9A3:ADRB2:TMEM66:JPH1:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_METAL_ION_TRANSPORT
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	272	31	2.73519723325e-06	0.000129819199641	PADI2:CNR2:PTGER3:TNFAIP8L2:QSOX1:IL2RA:PLAU:NR1H3:APOA1:THBS1:ANXA2:CD276:VIMP:ALOX12:CCL2:METRNL:ELANE:PLAUR:C5AR2:NLRP12:TNFAIP6:SERPINE2:PDGFB:CX3CR1:GPX1:PRKCD:SPP1:IL4:ADRB2:F12:NT5E	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	58	12	2.77904324561e-06	0.000129819199641	TNFRSF8:PTAFR:PRG3:TIRAP:THBS1:CD276:AZU1:ELANE:CCR2:TLR9:TLR9:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS
GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	27	8	2.78016771098e-06	0.000129819199641	TIRAP:C3AR1:IL23A:DAPK2:C5AR1:C5AR2:CXCL3:THBS4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	299	33	2.89924552492e-06	0.000133969303631	HSPG2:COL9A2:ADAMTSL4:CTSK:ADAM8:WT1:MPZL3:ITGA7:MMP19:LUM:MMP14:RIPK3:CTSG:THBS1:ANXA2:ITGA11:ITGAM:ITGAX:CAPNS2:MMP15:CRISPLD2:ELANE:ICAM1:HAS1:CAPG:COL9A3:ITGB2:PDGFB:SPP1:FBN2:BMP1:GSN:POMT1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION
GO_LYMPHOCYTE_ACTIVATION	340	36	3.05318558698e-06	0.000139628157359	TNFRSF4:CHRNB2:SLAMF1:FCER1G:LAX1:PRF1:SPI1:CLCF1:IL23A:RIPK3:BATF:JAG2:B2M:CD276:IL21R:CORO1A:GPR97:IKZF3:TNFSF14:ICAM1:HSH2D:BST2:AXL:ADAM17:IL18R1:DPP4:CEBPB:ITGB2:LGALS1:PRKCD:IL4:LFNG:POLM:TLR4:FUT7:BMX	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LYMPHOCYTE_ACTIVATION
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	974	78	3.17924780884e-06	0.000143909625306	ID3:TRIM62:PTGER3:SLAMF1:HLX:SRGN:PLAU:CTR9:WT1:NR1H3:PRG2:PTGDR2:P2RY2:TRPC6:APOA1:PRICKLE1:ADCY6:IL23A:MEIS2:THBS1:CAPN3:B2M:ANXA2:CD276:VIMP:ATP2A1:TBX6:PYCARD:NLRC5:NOL3:CYBA:ALOX12:CCL2:WNK4:EPX:ARHGDIA:SMAD7:ELANE:AMH:BST2:NFKBID:AXL:PLAUR:C5AR2:TRPM4:NLRP12:TNNT1:IL1RL1:INHA:SERPINE2:SNAI1:RTN4R:LIF:LGALS1:PDGFB:CX3CR1:CCR1:CCR2:TLR9:TLR9:STAB1:PRKCD:GATA2:PF4:SPP1:THBS4:IL4:SPOCK1:ADRB2:F12:LFNG:HOXA9:TMEM176B:GNRH1:NPR2:TLR4:PTGDS:CXCR3:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_REGULATION_OF_COAGULATION	88	15	3.89516906437e-06	0.000174535050197	PTGER3:F3:FCER1G:PLAU:THBS1:ANXA2:ALOX12:PLAUR:SERPINE2:PDGFB:PRKCD:HPSE:ADRB2:F12:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_COAGULATION
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	43	10	4.09457309491e-06	0.00018163526249	S100A13:CTSG:MILR1:AZU1:ELANE:ADAM17:GATA2:SPON2:PPBP:ANXA3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY
GO_REGULATION_OF_CELL_CELL_ADHESION	373	38	4.39999754851e-06	0.000190489577507	PTAFR:PTGER3:TNFAIP8L2:SLAMF1:LAX1:SOX13:HLX:IL2RA:ADAM8:APOA1:IL23A:RIPK3:CD276:CORO1A:PYCARD:NOD2:ALOX12:PIK3R6:CCL2:CCL5:CD300A:SMAD7:AP3D1:TNFSF14:NFKBID:CLC:CEACAM1:DPP4:IGFBP2:SERPINE2:CEBPB:LGALS1:CCR2:PRKCD:IL4:ADRB2:GNRH1:GSN	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_CELL_ADHESION
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	16	6	4.47463842265e-06	0.000190489577507	C3AR1:THBS1:CCL2:CCL5:C5AR1:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	11	5	4.50888314659e-06	0.000190489577507	S100A8:ADAM8:CCL2:ITGB2:PPBP	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE
GO_REGULATION_OF_T_CELL_CHEMOTAXIS	11	5	4.50888314659e-06	0.000190489577507	TMEM102:CCL5:TNFSF14:ADAM17:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_T_CELL_CHEMOTAXIS
GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	11	5	4.50888314659e-06	0.000190489577507	C3AR1:THBS1:CCL2:CCL5:C5AR1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS
GO_REGULATION_OF_CELLULAR_EXTRAVASATION	22	7	4.77769351541e-06	0.000199941966362	PTAFR:PTGER3:ADAM8:RIPK3:CCL2:ICAM1:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_EXTRAVASATION
GO_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	100	16	5.08813840814e-06	0.000210943756808	PTGER3:TNFAIP8L2:LAX1:HLX:IL2RA:CD276:ALOX12:CD300A:NFKBID:CEACAM1:SERPINE2:CEBPB:PRKCD:IL4:ADRB2:GNRH1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION
GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION	1524	110	5.50089354718e-06	0.00022594410903	TNFRSF18:TNFRSF4:CHD5:RNF207:FGR:TRIM62:TGFBR3:F3:RHOC:S100A8:S100A13:CHRNB2:SH2D2A:FCRL2:SLAMF1:TSPAN15:UNC5B:ADAM8:PRKCDBP:NR1H3:PTGDR2:CLCF1:APOA1:TIRAP:IGSF9B:IL23A:RIPK3:JAG2:THBS1:CSPG4:NMB:STX1B:PYCARD:NOD2:NLRC5:CYBA:PIK3R6:TRIM16:KSR1:CCL2:CCL5:CCL23:LASP1:ERN1:CSNK1D:CD226:ELANE:GADD45B:TNFSF14:ICAM1:GIPC1:HSH2D:BST2:CRLF1:PLEKHF1:MAP3K10:AXL:PLAUR:GIPR:PTGIR:PRKD2:C5AR1:C5AR2:TRPM4:FPR1:NLRP12:ADAM17:TGFA:IL18R1:ALS2:TMEM198:INHA:SERPINE2:CPNE1:TRPM2:LIF:CARD10:LGALS1:PDGFB:BIK:MYRIP:CCR1:PLXNB1:GPX1:TLR9:TLR9:PRKCD:PF4:HPSE:TERT:IL4:ADRB2:CSF1R:RGS14:LFNG:STX1A:CAV2:BMP1:CLU:LY96:GADD45G:TLR4:GSN:TOR1A:CARD9:AGPAT2:ARHGAP6:CXCR3:FAM58A:ARHGAP4:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION
GO_LEUKOCYTE_MEDIATED_IMMUNITY	157	21	6.14601618638e-06	0.000250125943145	S100A13:SLAMF1:FCER1G:CR1:CTSG:BATF:CORO1A:MILR1:AZU1:ELANE:ICAM1:ADAM17:PRKCD:GATA2:SPON2:PPBP:ANXA3:IL4:MYO1G:CLU:C8G	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LEUKOCYTE_MEDIATED_IMMUNITY
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	123	18	6.23633894255e-06	0.000251494541356	SLAMF1:FCER1G:CR1:HLX:CLCF1:IL23A:RIPK3:B2M:PYCARD:TNFSF13:CD226:FCER2:CLC:CEACAM1:TRPM4:IL1RL1:CCR2:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GO_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	102	16	6.70892630453e-06	0.000268115289071	PTAFR:SLAMF1:FCER1G:TIRAP:VIMP:PYCARD:NOD2:CYBA:C5AR2:NLRP12:CEBPB:CCR2:TLR9:TLR9:SPON2:TLR4:CARD9	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_INTERLEUKIN_6_PRODUCTION
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	423	41	7.01533954998e-06	0.000277857555747	TNFRSF4:FGR:PTAFR:TMEM39B:SLAMF1:FCER1G:CR1:HLX:IL2RA:SLC35C1:CLCF1:APOA1:C3AR1:IL23A:RIPK3:B2M:FES:TNFSF13:PIK3R6:CCL2:CD300A:SERPINB10:CD226:FCER2:ICAM1:BST2:GMIP:CLC:CEACAM1:C5AR1:C5AR2:TRPM4:HCK:CCR2:MYLK:CPA3:SPON2:IL4:REEP2:TLR4:C8G	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	82	14	7.18880243478e-06	0.000281172246345	FGR:FCER1G:APOA1:ITGA7:ITGA11:ITGAM:ITGAX:ADAM11:TYROBP:CEACAM1:HCK:ITGB2:NEDD9:ADAMTS13	http://www.broadinstitute.org/gsea/msigdb/cards/GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY
GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	17	6	7.29170106279e-06	0.000281172246345	TIRAP:ITGAM:ITGB2:CD14:LY96:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY
GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION	17	6	7.29170106279e-06	0.000281172246345	PTGER3:ALOX12:SERPINE2:PDGFB:PRKCD:ADRB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION
