NC7_1_S11	NC7_2_S12	NC7_3_S13	TMCC_6_1_S14	TMCC_6_2_S15	TMCC_9_2_S16	TMCC_9_3_S17	genes
4	2	1	1	6	1	1	NDST2
26	34	17	17	18	38	22	CAMK2G
0	0	0	0	0	0	0	RP11-574K11.5
0	0	0	0	0	1	0	RP11-574K11.8
0	0	0	0	0	0	0	PLAU
0	0	0	0	0	0	0	C10orf55
1871	1969	1741	1977	1865	1814	1935	VCL
11	3	1	3	2	4	3	RP11-178G16.4
7	2	1	4	0	2	0	RP11-178G16.5
343	270	207	229	232	250	290	AP3M1
140	147	124	113	140	130	136	ADK
0	0	0	0	0	0	1	RP11-46O21.2
0	0	0	0	0	0	0	RP11-222G7.2
260	258	228	223	260	268	301	KAT6B
0	0	0	0	0	0	0	RP11-77G23.2
2	0	0	0	2	1	0	RP11-77G23.5
0	0	0	0	0	0	0	DUPD1
2	0	0	0	0	0	0	DUSP13
27	20	22	16	22	20	17	SAMD8
530	490	450	493	482	558	547	VDAC2
8	21	2	9	12	8	8	COMTD1
0	0	0	0	0	0	0	ZNF503-AS1
0	0	0	0	0	0	0	RP11-399K21.11
0	0	0	0	0	0	0	ZNF503
0	0	0	0	0	0	0	RP11-399K21.13
0	0	0	0	0	0	0	RP11-399K21.14
0	0	0	0	0	0	0	RP11-399K21.10
0	0	0	2	0	0	0	C10orf11
0	0	0	0	0	0	0	RP11-369F10.2
0	0	0	0	0	0	0	RP11-325D15.2
0	0	1	0	0	0	0	KCNMA1
0	0	0	0	0	0	0	RP11-443A13.5
0	0	0	0	0	0	0	RP11-180I22.2
0	0	0	0	0	0	0	RP11-328K22.1
0	0	0	0	0	0	0	RP11-619F23.2
0	0	0	0	0	0	0	RP13-39P12.3
42	48	55	69	57	82	67	DLG5
0	0	0	0	2	0	0	AL391421.1
0	0	0	0	0	1	0	DLG5-AS1
167	173	155	172	185	192	139	POLR3A
10161	11510	9864	10460	10819	10802	10369	RPS24
0	0	0	1	2	0	1	LINC00856
0	0	0	0	0	0	0	LINC00595
0	0	0	0	0	0	0	RP11-90J7.2
0	0	0	0	0	0	0	RP11-90J7.4
0	0	0	0	0	0	0	RP11-31E13.2
1	5	3	6	8	9	8	ZMIZ1-AS1
0	0	0	0	0	0	0	RP11-481G8.2
377	338	371	368	394	337	373	ZMIZ1
32	29	32	33	27	17	35	PPIF
13	6	7	6	1	4	5	ZCCHC24
0	0	0	0	0	0	0	RP11-342M3.5
0	0	0	0	0	0	0	RP11-342M3.1
0	0	0	0	0	0	0	AL133481.1
14	15	15	14	17	18	10	EIF5AL1
0	0	0	0	0	0	0	SFTPA2
0	2	0	0	0	0	0	SFTPA1
0	0	0	0	0	0	0	RP11-589B3.6
5	1	6	1	3	0	1	RP11-506M13.3
17	20	12	11	16	15	20	RP11-119F19.2
0	0	0	0	0	0	0	NUTM2B
76	65	60	37	46	61	87	RP11-773D16.1
29	27	31	28	30	26	33	RP11-182L21.6
1	0	0	0	0	0	0	NUTM2E
3	1	3	1	5	6	2	SFTPD
0	0	1	0	0	0	1	RP11-479O17.10
0	0	0	0	0	0	0	TMEM254-AS1
89	82	62	74	77	85	73	TMEM254
0	0	0	0	0	0	0	PLAC9
8	6	6	5	4	14	9	ANXA11
0	0	0	0	0	0	0	LINC00857
0	0	0	0	0	0	0	AL359195.1
0	0	0	0	0	0	0	MAT1A
0	0	0	0	0	0	0	RP11-36D19.8
0	0	0	0	0	0	0	DYDC1
0	0	0	0	0	0	0	DYDC2
15	14	15	12	17	13	12	FAM213A
1	1	2	3	3	0	2	RP11-137H2.6
2098	2207	1809	1920	2066	1922	1870	TSPAN14
0	0	0	0	0	0	0	RP11-137H2.4
0	0	0	0	1	0	0	SH2D4B
0	0	0	0	0	0	0	RP11-514F8.2
0	0	0	0	0	0	0	NRG3
0	0	0	0	0	0	0	RP11-202D18.2
0	0	0	0	0	0	0	RP11-344L13.2
0	0	0	0	0	0	0	RP11-219F10.1
22	15	7	15	11	13	10	RP11-338I21.1
8739	7480	6505	7164	7505	7325	7552	GHITM
0	0	0	0	0	0	0	C10orf99
0	0	0	0	0	0	0	CDHR1
0	0	0	0	0	0	0	LRIT2
0	0	0	0	0	0	0	LRIT1
0	0	0	0	0	0	0	RGR
0	0	0	0	0	0	0	LINC00858
81	36	48	33	48	49	50	CCSER2
0	0	0	0	0	0	0	RP11-181F12.1
0	0	0	0	0	0	0	RP11-475D12.1
0	0	0	0	0	0	0	RP11-475D12.2
0	0	0	0	0	0	0	RP11-113E21.1
0	0	0	0	1	0	0	GRID1
0	0	0	0	0	0	0	RP11-93H12.2
329	310	238	231	252	266	263	WAPAL
0	3	1	0	0	0	0	RP11-77P6.2
0	0	0	0	0	0	0	OPN4
5	3	7	3	7	7	2	LDB3
6	4	3	4	3	5	3	RP11-359E3.4
64	59	29	38	33	54	45	BMPR1A
1	0	0	0	1	0	2	MMRN2
1	0	0	0	0	0	0	SNCG
0	0	0	0	0	0	0	ADIRF
0	0	0	0	0	0	0	RP11-96C23.15
0	0	0	0	0	0	0	RP11-96C23.10
0	1	0	0	0	0	0	FAM25A
89	57	55	59	59	52	65	GLUD1
12	21	15	21	26	25	30	FAM35A
641	617	524	448	539	561	604	NUTM2A-AS1
1	2	0	6	6	1	3	NUTM2A
103	122	114	114	107	124	124	LINC00863
4	3	2	9	7	9	4	NUTM2D
0	0	0	0	2	0	0	LINC00864
8837	6639	5677	6332	6437	6375	6991	MINPP1
0	0	0	0	0	0	0	RP11-57C13.4
0	0	0	0	0	0	0	RP11-57C13.6
0	0	0	0	0	0	0	RP11-57C13.3
0	0	3	0	1	2	2	PAPSS2
607	420	355	395	455	441	459	ATAD1
3	4	2	2	3	2	9	KLLN
300	119	115	151	148	173	180	PTEN
0	0	0	0	0	0	0	RNLS
0	0	0	0	0	0	0	LIPJ
0	0	0	0	0	0	0	LIPF
0	0	0	0	0	0	0	LIPK
0	0	0	0	0	0	0	LIPN
0	0	0	0	1	0	0	LIPM
0	0	0	0	0	0	0	ANKRD22
2	0	0	0	0	0	0	STAMBPL1
0	0	0	0	0	0	0	ACTA2-AS1
95	126	111	101	112	111	108	ACTA2
580	516	354	445	461	487	584	FAS
0	0	0	0	0	0	0	CH25H
359	229	197	175	196	205	260	LIPA
0	0	0	0	0	0	0	RP11-149I23.3
152	194	109	164	164	141	110	IFIT2
195	247	156	235	205	187	193	IFIT3
1266	1101	1035	931	955	888	1123	IFIT1B
79	88	41	134	56	62	48	IFIT1
75	72	49	57	56	67	61	IFIT5
0	0	0	0	0	0	0	SLC16A12
0	0	0	0	0	0	0	RP11-168O10.6
8	2	1	2	2	2	5	PANK1
0	0	0	0	0	0	0	RP11-80H5.2
0	0	0	0	0	0	0	RP11-80H5.6
1	0	0	0	0	0	0	RP11-80H5.9
0	0	0	0	0	0	0	RP11-80H5.7
159	89	62	70	72	67	85	KIF20B
0	0	0	0	0	0	0	LINC00865
0	0	0	0	0	0	0	RP11-478K7.2
0	0	0	0	0	0	0	RP11-15K3.1
0	0	0	0	0	0	1	RP11-94M14.2
0	0	0	0	0	0	0	RP11-94M14.3
0	0	0	0	0	0	0	HTR7
150	116	112	112	132	140	91	RPP30
1	0	0	0	0	0	0	ANKRD1
0	0	0	0	0	0	0	RP11-236B18.2
0	0	0	0	0	0	0	RP11-236B18.5
0	0	0	0	0	0	0	LINC00502
1411	963	884	732	874	902	1043	PCGF5
3	0	2	0	0	1	0	HECTD2
0	0	0	0	0	0	1	PPP1R3C
0	0	1	1	1	3	2	TNKS2-AS1
220	113	113	124	94	100	149	TNKS2
0	0	0	0	0	0	0	FGFBP3
0	0	0	0	0	0	0	RP11-402D21.2
355	248	220	253	277	328	362	BTAF1
15	7	6	9	12	5	13	CPEB3
802	691	581	583	674	620	783	MARCH5
632	400	367	394	410	436	477	IDE
201	106	79	103	97	120	100	KIF11
5	7	3	1	3	2	1	HHEX
245	169	142	161	150	152	170	EXOC6
0	0	0	0	0	0	0	RP11-348J12.2
0	0	0	0	0	0	0	CYP26C1
1	0	0	0	1	0	0	CYP26A1
0	0	0	0	0	0	0	MYOF
1	1	0	0	0	0	0	CEP55
0	0	0	0	0	0	0	FFAR4
0	0	0	0	0	0	0	RBP4
1	1	0	2	0	0	1	PDE6C
174	91	75	111	84	136	143	FRA10AC1
0	0	0	0	0	0	0	LGI1
17	7	3	5	4	5	7	SLC35G1
13	8	3	7	7	1	6	PLCE1
0	0	0	0	0	0	0	RP11-429H9.4
0	0	0	0	0	0	0	RP11-391J2.3
0	0	0	0	0	0	0	PLCE1-AS1
0	0	0	0	0	0	0	RP11-76P2.4
115	82	77	64	71	78	87	NOC3L
117	56	52	62	101	79	98	TBC1D12
77	32	27	24	19	33	36	HELLS
0	0	0	0	0	0	0	CYP2C18
0	0	0	0	0	0	0	CYP2C19
0	0	0	0	0	0	0	CYP2C9
0	0	0	0	0	1	0	CYP2C8
0	0	0	0	0	0	0	RP11-310E22.5
0	0	0	0	0	0	0	C10orf129
0	0	1	0	0	0	0	RP11-310E22.4
444	562	403	582	545	610	519	PDLIM1
684	632	601	529	582	619	722	SORBS1
1245	1397	1126	1291	1226	1086	1178	ALDH18A1
259	293	226	295	283	290	271	TCTN3
46	34	28	36	28	38	34	ENTPD1
8	14	6	12	12	18	8	ENTPD1-AS1
0	0	0	0	0	0	0	RP11-248J23.7
0	0	0	0	0	0	0	C10orf131
0	1	0	0	0	0	0	RP11-248J23.6
0	0	1	0	3	1	0	CC2D2B
0	0	0	0	0	0	0	RP11-690P14.4
11	6	6	13	16	7	9	CCNJ
0	0	0	0	1	1	0	BLNK
0	0	0	0	0	0	0	RP11-35J23.1
0	0	0	0	0	0	0	DNTT
0	0	0	0	0	0	0	OPALIN
8	12	7	11	7	16	14	TLL2
1040	599	516	580	609	671	744	TM9SF3
364	246	225	215	297	233	267	PIK3AP1
251	215	200	189	228	218	243	LCOR
268	246	211	246	300	242	245	C10orf12
53	35	39	40	37	41	41	RP11-175O19.4
1	0	0	0	0	0	0	ARHGAP19-SLIT1
0	0	0	0	0	0	0	SLIT1
0	0	0	0	0	0	0	RP11-453E2.2
107	53	69	62	85	87	57	ARHGAP19
17	14	10	17	13	11	13	FRAT1
10	16	4	14	17	13	13	FRAT2
0	0	0	0	0	0	0	RP11-452K12.4
319	402	248	332	357	375	268	RRP12
0	0	0	0	1	0	0	RP11-452K12.7
0	0	0	0	0	0	1	AL355490.1
116	94	70	72	90	81	97	PGAM1
314	378	310	313	305	409	332	EXOSC1
47	47	41	35	50	39	53	ZDHHC16
410	524	409	426	474	476	409	MMS19
2	1	0	2	1	4	2	UBTD1
0	0	0	0	1	0	0	ANKRD2
0	0	0	2	3	0	2	HOGA1
531	609	561	513	600	595	609	PI4K2A
0	0	0	0	0	0	0	PI4K2A.1
0	0	1	0	0	0	0	C10orf62
160	159	150	162	170	169	126	MORN4
124	161	97	126	129	116	134	AVPI1
3	1	0	5	1	1	0	MARVELD1
555	739	534	678	622	683	631	ZFYVE27
2	2	5	0	2	3	2	SFRP5
0	0	0	0	0	0	0	LINC00866
0	0	0	0	0	0	0	GOLGA7B
0	0	1	0	0	0	0	CRTAC1
0	0	0	0	0	0	0	GOLGA7B.1
187	195	175	147	202	245	204	R3HCC1L
30	27	15	21	14	17	11	LOXL4
1	0	1	0	0	0	0	RP11-34A14.3
50	63	46	47	55	55	56	PYROXD2
13122	15496	14323	14357	14778	13756	14130	HPS1
3	3	0	4	2	0	1	HPSE2
0	0	0	4	1	0	0	CNNM1
656	884	572	726	884	799	658	GOT1
4	1	4	7	6	4	2	RP11-441O15.3
0	0	0	0	0	0	0	RP11-129J12.2
0	0	0	0	0	0	0	RP11-129J12.1
0	0	0	0	0	0	0	NKX2-3
58	70	51	79	67	61	76	SLC25A28
1	4	1	1	0	2	1	RP11-85A1.3
0	0	0	1	0	1	0	RP11-483F11.7
45	34	39	38	58	50	55	ENTPD7
180	198	153	205	207	215	217	CUTC
417	390	299	351	339	372	322	COX15
3	1	2	4	3	2	3	ABCC2
0	1	0	0	1	0	0	DNMBP
0	0	0	0	0	0	0	DNMBP-AS1
0	0	0	0	0	0	0	CPN1
132	96	75	109	125	103	110	ERLIN1
87	67	44	41	62	38	50	CHUK
1	2	1	0	0	1	0	RP11-316M21.7
0	1	1	2	0	0	0	RP11-316M21.6
141	129	102	106	138	128	128	CWF19L1
1016	699	596	598	690	685	755	BLOC1S2
0	0	0	0	0	0	0	PKD2L1
0	0	0	0	1	0	1	RP11-34D15.2
2214	2095	1695	2351	2692	2380	2197	SCD
0	0	0	0	0	0	0	RP11-285F16.1
0	1	0	0	0	1	0	WNT8B
51	68	24	49	41	63	66	SEC31B
0	0	0	0	0	0	0	NDUFB8
59	112	84	93	129	123	88	NDUFB8.1
948	1004	846	832	999	1037	870	HIF1AN
1	0	0	0	0	0	0	PAX2
0	0	0	0	0	0	0	RP11-179B2.2
51	33	42	28	46	47	50	FAM178A
0	0	0	0	0	0	0	RP11-108L7.14
279	300	278	325	289	317	273	MRPL43
4	3	1	2	2	6	4	SEMA4G
0	0	0	0	0	0	0	RP11-108L7.4
40	64	27	32	42	45	47	C10orf2
11	18	12	13	6	9	18	LZTS2
0	1	1	0	0	1	0	PDZD7
98	105	100	94	148	152	104	SFXN3
1	1	0	1	0	3	1	RP11-108L7.15
3	2	1	5	1	4	1	KAZALD1
0	0	0	0	0	0	0	TLX1NB
0	0	0	0	0	0	0	HUG1
0	0	0	0	0	1	0	TLX1
0	0	0	0	0	0	0	RP11-31L23.3
0	0	0	0	0	0	0	RP11-324L3.1
0	0	0	0	0	0	0	LBX1
0	0	1	0	0	0	0	LBX1-AS1
0	0	0	0	0	0	0	RP11-107I14.4
0	0	0	0	0	0	0	RP11-107I14.2
0	0	0	0	0	0	0	RP11-107I14.5
1222	1137	914	1003	1101	1081	1088	BTRC
1341	1756	1530	1542	1566	1539	1458	DPCD
1054	1217	1024	1197	1310	1135	1078	POLL
97	157	96	142	147	152	142	FBXW4
0	0	0	0	0	0	0	RP11-190J1.3
0	1	0	0	0	0	1	FGF8
4	7	10	10	8	17	4	NPM3
1108	888	679	825	985	987	1129	MGEA5
2	1	1	4	1	0	2	KCNIP2-AS1
0	2	3	1	4	5	1	KCNIP2
220	206	186	221	227	228	219	C10orf76
42	41	45	44	35	42	26	HPS6
242	315	282	289	323	304	278	LDB1
105	99	99	75	121	107	93	PPRC1
362	414	278	405	384	398	365	NOLC1
0	0	1	0	0	0	0	ELOVL3
0	0	0	0	0	1	0	PITX3
936	1035	860	1115	1117	981	978	GBF1
32	27	17	47	27	31	16	NFKB2
1	3	4	4	1	2	2	PSD
171	171	138	183	188	162	163	FBXL15
388	543	435	467	523	479	399	CUEDC2
88	123	94	106	120	90	102	C10orf95
8	8	5	9	9	16	11	TMEM180
1325	1799	1357	1488	1462	1568	1329	ACTR1A
0	0	0	0	0	0	0	RP11-18I14.11
39	28	32	36	35	26	38	SUFU
0	0	1	2	2	0	1	RP11-47A8.5
169	163	103	141	145	153	109	TRIM8
35	27	22	24	20	24	22	ARL3
36	28	19	27	30	15	16	SFXN2
433	432	426	418	452	374	425	WBP1L
2	4	1	10	7	2	3	CYP17A1
0	0	0	1	0	0	0	CYP17A1-AS1
94	60	42	49	52	61	96	C10orf32
0	0	0	0	0	0	0	C10orf32-ASMT
0	0	0	0	0	0	0	AS3MT
0	0	0	0	0	1	0	RP11-724N1.1
60	82	51	46	78	67	60	CNNM2
433	386	281	325	343	375	384	NT5C2
2	0	1	0	2	2	1	RPEL1
0	0	0	0	0	0	0	INA
49	32	41	32	34	36	31	PCGF6
13	9	11	7	3	12	15	TAF5
1516	1046	970	1104	1194	1186	1372	USMG5
140	175	158	215	186	186	154	PDCD11
0	0	0	2	0	0	1	CALHM2
0	0	0	0	0	0	0	RP11-225H22.7
0	0	0	0	0	0	0	RP11-225H22.4
0	0	0	0	0	0	0	CALHM1
0	0	0	0	0	0	0	CALHM3
0	0	0	0	0	0	0	RP11-225H22.5
47	62	56	97	81	56	43	NEURL1
21	25	22	13	14	21	18	SH3PXD2A
0	0	0	0	0	0	0	RP11-416N2.4
82	91	75	83	89	84	81	OBFC1
84	52	32	64	77	55	59	SLK
0	2	0	0	0	1	1	COL17A1
55	29	30	34	44	53	36	SFR1
45	35	29	50	38	41	47	WDR96
6900	7610	6398	6623	7060	6513	6845	GSTO1
36	40	35	48	62	43	35	GSTO2
1470	1888	1688	1887	1944	1596	1589	ITPRIP
0	0	0	0	0	0	0	RP11-127L20.5
15	28	17	27	21	17	22	RP11-127L20.3
20	17	14	10	8	6	16	CCDC147-AS1
13	14	10	13	16	14	10	CCDC147
0	0	0	0	0	0	0	RP11-127O4.3
0	0	0	0	0	0	0	RP11-127O4.2
0	0	0	0	0	0	0	SORCS3
0	0	0	0	0	0	0	SORCS3-AS1
0	0	0	0	0	0	0	RP11-56I23.1
0	0	0	0	0	0	0	RP11-298H24.1
0	0	0	0	0	0	0	SORCS1
0	0	0	0	0	0	0	RP11-215N21.1
0	0	0	0	0	0	0	RP11-163F15.1
0	0	0	0	0	0	0	RP11-655H13.2
422	511	438	488	480	454	413	XPNPEP1
0	1	2	4	6	1	0	RP11-451M19.3
1172	985	751	949	874	979	1002	ADD3
1408	783	737	703	793	727	921	MXI1
0	0	1	0	1	0	1	RP11-549L6.3
332	178	143	193	222	173	206	SMNDC1
0	0	0	0	0	0	0	RP11-525A16.4
6	3	1	6	3	2	0	DUSP5
638	424	354	460	434	530	489	SMC3
0	1	0	0	0	1	0	RBM20
2	3	1	0	1	0	2	RP11-313D6.3
11	17	21	5	4	4	10	PDCD4-AS1
1731	1272	1000	1053	1148	1164	1316	PDCD4
62	79	59	50	73	55	52	BBIP1
5	1	2	1	1	4	7	RP11-348N5.7
991	606	563	538	628	657	741	SHOC2
0	0	0	0	0	0	0	ADRA2A
0	0	0	0	0	0	0	RP11-381K7.1
20	22	20	24	17	25	18	GPAM
0	0	0	0	0	0	0	TECTB
397	409	352	434	409	422	404	ACSL5
1	1	0	0	0	0	0	RP11-324O2.3
0	0	0	0	0	0	0	RP11-324O2.6
113	84	71	88	85	95	96	ZDHHC6
290	209	236	225	225	241	259	VTI1A
6	1	0	0	0	0	0	RP11-25C19.3
0	0	1	1	0	3	0	TCF7L2
0	0	0	0	0	0	0	RP11-57H14.2
0	0	0	0	0	0	0	HABP2
0	0	0	0	0	0	0	NRAP
9	6	6	3	6	9	4	CASP7
0	0	0	1	0	0	0	RP11-211N11.5
0	0	0	0	0	0	0	PLEKHS1
123	85	72	76	100	83	110	DCLRE1A
323	221	191	199	240	238	261	NHLRC2
0	0	0	0	0	0	0	AL162407.1
0	0	0	0	0	0	0	ADRB1
452	215	193	190	268	266	272	C10orf118
0	0	0	0	1	0	0	TDRD1
0	3	0	0	0	0	0	VWA2
0	0	0	0	0	0	0	AFAP1L2
0	0	0	2	1	0	1	ABLIM1
0	0	0	0	0	0	0	RP11-106M7.1
224	184	109	121	114	141	182	FAM160B1
123	70	77	75	92	92	70	TRUB1
0	0	0	0	0	0	0	RP11-383C6.2
17	7	19	4	7	12	12	ATRNL1
0	0	0	0	0	0	0	GFRA1
0	0	0	0	0	0	0	CCDC172
0	0	0	0	0	1	0	PNLIPRP3
0	0	0	0	0	0	0	PNLIP
0	0	0	0	0	0	0	PNLIPRP1
0	0	0	0	0	0	0	C10orf82
0	0	0	0	0	0	0	RP11-498B4.5
0	0	0	0	0	0	0	HSPA12A
0	0	0	0	0	0	0	RP11-539I5.1
0	0	0	0	0	0	0	ENO4
0	1	1	0	1	0	0	KIAA1598
0	0	0	0	0	0	0	VAX1
0	0	0	0	0	0	0	RP11-501J20.2
0	0	0	0	1	0	0	KCNK18
0	0	0	0	0	0	0	RP11-501J20.5
215	96	108	108	132	103	118	SLC18A2
780	363	348	318	331	368	400	PDZD8
0	0	0	0	0	0	0	CTA-109P11.4
0	0	0	0	0	0	0	EMX2OS
0	0	0	0	0	0	0	EMX2
0	0	0	0	0	0	0	CTA-109P11.1
0	0	0	0	0	0	0	RP11-328K15.1
0	0	0	0	0	0	0	RP11-355F22.1
4	1	0	7	4	4	1	RAB11FIP2
0	0	0	0	2	0	0	RP11-354M20.3
0	0	0	0	0	0	0	CASC2
574	379	315	345	355	354	382	FAM204A
0	0	0	0	0	0	1	LINC00867
0	0	0	0	0	0	0	PRLHR
583	462	386	398	392	421	491	CACUL1
0	0	0	0	0	0	0	RP11-498J9.2
13	10	11	11	13	22	8	NANOS1
1747	1650	1449	1645	1681	1629	1582	EIF3A
40	36	36	33	47	42	35	FAM45A
24	24	8	17	16	19	16	SFXN4
979	851	653	671	758	860	650	PRDX3
0	0	0	1	1	0	0	GRK5
0	0	0	0	0	0	0	RP11-79M19.2
592	543	427	449	456	455	460	RGS10
116	109	57	87	77	95	94	TIAL1
93	96	97	105	91	100	111	BAG3
7	7	3	5	10	3	2	INPP5F
15	4	7	6	10	12	8	MCMBP
315	284	251	256	253	210	279	SEC23IP
3	9	7	6	8	4	6	PPAPDC1A
0	1	2	0	0	0	0	C10orf85
1	2	0	1	0	1	0	WDR11-AS1
471	379	281	390	388	390	335	WDR11
0	0	0	0	0	1	0	RP11-95I16.4
0	0	0	0	0	0	0	RP11-95I16.2
0	0	0	0	0	0	0	LINC01153
0	0	0	0	0	0	0	FGFR2
0	0	0	0	0	0	0	RP11-62L18.3
0	0	0	0	0	0	0	RP11-78A18.2
288	208	236	224	223	219	241	ATE1
1	0	0	1	0	0	0	ATE1-AS1
48	32	32	36	43	43	60	NSMCE4A
182	201	169	198	222	211	189	TACC2
0	0	1	0	0	0	0	BTBD16
0	0	0	0	0	0	2	PLEKHA1
0	0	0	0	0	0	0	ARMS2
0	0	0	0	0	0	0	HTRA1
0	0	0	0	1	0	0	DMBT1
0	0	0	0	0	0	0	C10orf120
2	4	3	1	2	8	4	CUZD1
0	0	0	1	0	0	1	FAM24B
0	0	0	0	0	0	0	FAM24A
550	359	334	407	411	377	443	C10orf88
208	170	155	158	193	170	213	PSTK
536	325	314	371	324	331	389	IKZF5
66	58	60	72	70	77	78	ACADSB
0	0	0	0	0	0	0	HMX3
0	0	0	0	0	0	0	HMX2
713	622	463	528	557	585	562	BUB3
0	1	0	1	0	0	0	RP11-282I1.1
0	0	0	0	0	2	0	RP11-338O1.2
0	0	0	0	0	0	0	RP11-282I1.2
0	0	0	0	0	0	0	GPR26
0	0	0	0	0	0	0	CPXM2
0	0	0	0	0	0	0	RP11-391M7.3
0	0	0	0	0	0	0	CHST15
17608	14926	12505	13216	13611	13745	14689	OAT
0	0	0	0	0	0	0	RP13-238F13.5
0	0	0	0	0	0	0	NKX1-2
0	0	0	0	0	0	0	RP13-238F13.3
184	246	189	204	241	226	178	LHPP
0	0	1	0	0	0	0	RP11-12J10.3
343	360	289	389	316	327	339	FAM53B
1	1	3	0	2	0	6	FAM53B-AS1
29	6	15	16	7	21	13	METTL10
271	249	226	196	200	202	244	FAM175B
250	182	219	191	224	156	226	ZRANB1
1	0	1	2	1	1	0	RP11-298J20.3
298	260	244	187	244	249	256	CTBP2
0	0	0	0	0	0	0	TEX36-AS1
0	0	0	0	0	0	0	TEX36
0	0	0	0	0	0	0	RP11-383C5.3
0	0	0	0	0	0	2	RP11-383C5.4
105	81	67	55	67	89	96	EDRF1
0	2	0	0	1	0	0	EDRF1-AS1
0	0	1	0	0	0	1	MMP21
4385	4967	4009	4084	4430	4273	4326	UROS
893	744	612	733	821	763	798	BCCIP
112	108	91	96	77	92	86	DHX32
58	68	61	49	51	54	76	FANK1
0	0	0	2	0	0	0	FANK1-AS1
2	5	3	7	5	5	1	ADAM12
0	0	0	0	0	0	0	LINC00601
0	0	0	0	0	0	0	C10orf90
0	0	0	0	0	0	0	DOCK1
0	0	0	0	0	0	0	RP11-223P11.3
0	0	0	0	0	0	0	RP11-223P11.2
0	0	0	0	0	0	0	FAM196A
0	0	0	0	0	0	0	NPS
0	0	0	0	0	0	0	FOXI2
0	0	0	0	0	0	0	CLRN3
6	4	2	0	0	1	1	PTPRE
0	0	0	0	0	0	0	RP11-4C20.3
207	213	165	202	225	192	184	MKI67
0	0	0	0	0	0	0	RP11-264E18.1
0	0	0	0	0	0	0	RP11-442O18.2
0	0	0	0	0	0	0	RP11-442O18.1
0	0	0	0	0	0	0	RP11-168C9.1
20	46	37	50	37	34	33	MGMT
0	0	0	0	0	0	0	AL355531.2
0	0	0	0	0	0	0	RP11-109A6.2
0	0	0	0	0	0	0	RP11-109A6.3
0	0	0	0	0	0	0	EBF3
0	0	0	3	1	1	1	LINC00959
799	539	498	497	559	579	587	GLRX3
0	0	0	0	0	0	0	RP11-540N6.1
0	0	0	0	0	0	0	TCERG1L
0	0	0	2	1	0	0	TCERG1L-AS1
0	0	0	0	0	0	0	AL450307.1
50	42	40	55	54	43	54	PPP2R2D
130	110	105	121	111	108	120	BNIP3
7	1	0	0	5	2	2	JAKMIP3
0	0	0	0	0	0	0	RP11-140A10.3
0	1	0	0	0	0	0	DPYSL4
10	7	13	1	7	8	2	STK32C
7	11	7	5	10	5	4	LRRC27
0	0	0	0	0	0	0	PWWP2B
0	0	0	0	0	0	0	RP11-432J24.2
0	0	0	0	0	0	0	RP11-432J24.3
0	0	0	0	0	0	0	C10orf91
0	0	0	0	0	0	0	RP11-432J24.5
0	0	0	0	0	0	0	LINC01165
7	3	11	2	7	6	6	INPP5A
0	0	0	0	0	0	0	RP11-288G11.3
0	0	0	0	0	0	0	NKX6-2
0	0	1	0	0	0	0	TTC40
0	0	0	0	0	0	0	LINC01166
0	0	0	0	0	0	0	LINC01167
0	1	0	0	2	0	0	LINC01168
0	2	0	0	0	0	0	GPR123
0	0	0	0	0	0	0	GPR123-AS1
0	2	3	6	2	6	3	KNDC1
0	0	0	0	0	0	0	UTF1
1	4	3	0	4	1	3	VENTX
4	5	1	0	2	1	1	MIR202HG
102	150	106	106	136	119	108	ADAM8
1426	1765	1423	1615	1761	1675	1494	TUBGCP2
15	14	8	14	11	13	11	RP11-122K13.12
113	137	118	118	111	114	118	ZNF511
0	0	0	0	0	0	0	RP11-122K13.14
0	0	0	0	0	0	0	CALY
0	0	0	0	0	0	0	RP11-122K13.7
0	0	0	0	0	0	0	PRAP1
23	32	27	40	32	27	20	FUOM
494	606	515	531	595	534	512	ECHS1
0	0	0	0	0	0	0	PAOX
0	0	0	0	0	0	0	AL360181.1
0	0	0	0	0	0	0	RP11-108K14.8
8	5	6	13	10	8	7	MTG1
13	15	8	8	18	6	14	SPRN
2	1	1	1	2	0	2	CYP2E1
0	0	0	0	0	0	0	AL161645.2
0	0	0	0	0	0	0	SYCE1
0	0	0	0	0	0	0	FRG2B
0	0	0	0	0	0	0	RP11-304M2.6
6	6	2	3	6	4	4	LINC01001
2	1	0	0	0	0	0	RP11-304M2.3
1392	1611	1607	1426	1460	1364	1456	BET1L
2	1	2	1	0	2	0	SCGB1C1
0	0	0	1	1	2	1	ODF3
0	0	0	0	0	0	0	RP11-304M2.5
2690	3107	3106	2769	2709	2598	2824	RIC8A
686	775	739	583	649	627	658	SIRT3
3411	3386	3308	2981	2986	2981	3239	PSMD13
0	0	0	0	0	1	0	NLRP6
1	0	0	1	0	0	1	RP11-326C3.2
18	16	10	16	20	10	22	ATHL1
0	0	0	0	0	0	0	IFITM5
122	154	119	156	158	122	103	IFITM2
0	0	0	0	0	0	0	RP11-326C3.7
0	0	0	0	0	0	0	IFITM1
0	0	1	0	1	0	0	RP11-326C3.11
14	10	10	15	17	19	15	IFITM3
0	0	0	0	0	0	0	RP11-326C3.10
0	0	0	0	0	0	0	RP11-326C3.14
0	1	0	0	0	0	0	RP11-326C3.13
0	0	0	0	0	1	0	RP11-326C3.12
0	0	0	0	0	0	0	RP11-326C3.15
